region_id,commodity,soc_base,soc_regen,se_base,se_regen,d_soc,d_soc_pct,d_se_red,d_se_red_pct,win_win,soc_rank,se_rank,priority,region_name,country_name,biome,realm
237,Wheat,28.5197,27.6767,121.8864,28.1557,-0.8431,-2.9561,93.7306,76.9,False,0.0315,0.8611,0.4463,Kayah-Karen montane rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
238,Wheat,19.1763,23.5824,16.7616,3.8719,4.4061,22.9767,12.8897,76.9,True,0.2204,0.4981,0.3593,Lower Gangetic Plains moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
239,Wheat,27.3572,23.1938,138.1505,31.9128,-4.1634,-15.2188,106.2377,76.9,False,0.013,0.8852,0.4491,Luang Prabang montane rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
242,Wheat,38.1989,43.951,265.914,61.4261,5.7522,15.0585,204.4878,76.9,True,0.3204,0.987,0.6537,Malabar Coast moist forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
244,Wheat,27.4524,27.9032,130.9558,30.2508,0.4508,1.642,100.705,76.9,True,0.0481,0.8741,0.4611,Meghalaya subtropical forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
249,Wheat,31.9131,32.7472,157.4627,36.3739,0.8341,2.6135,121.0888,76.9,True,0.0519,0.9185,0.4852,Mizoram-Manipur-Kachin rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
250,Wheat,38.0774,42.4048,89.4566,20.6645,4.3274,11.3646,68.7922,76.9,True,0.2148,0.8074,0.5111,Myanmar coastal rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
251,Wheat,72.165,99.862,128.0698,29.5841,27.697,38.3802,98.4857,76.9,True,0.9611,0.8667,0.9139,Nansei Islands subtropical evergreen forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
253,Wheat,22.8274,24.0888,47.9556,11.0777,1.2614,5.5259,36.8778,76.9,True,0.0611,0.7,0.3806,North Western Ghats moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
254,Wheat,29.6865,31.7679,71.6341,16.5475,2.0814,7.0113,55.0866,76.9,True,0.0833,0.7741,0.4287,North Western Ghats montane rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
256,Wheat,33.1784,38.0496,142.6724,32.9573,4.8712,14.6818,109.7151,76.9,True,0.2556,0.8926,0.5741,Northern Indochina subtropical forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
257,Wheat,22.7503,23.1428,102.7527,23.7359,0.3925,1.7252,79.0168,76.9,True,0.0463,0.8259,0.4361,Northern Khorat Plateau moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
258,Wheat,25.1593,22.8135,132.7723,30.6704,-2.3458,-9.3239,102.1019,76.9,False,0.0259,0.8796,0.4528,Northern Thailand-Laos moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
259,Wheat,40.9426,37.5248,231.2102,53.4096,-3.4178,-8.3478,177.8006,76.9,False,0.0204,0.9704,0.4954,Northern Triangle subtropical forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
261,Wheat,22.8868,26.9794,20.3794,4.7076,4.0926,17.882,15.6717,76.9,True,0.1963,0.5463,0.3713,Orissa semi-evergreen forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
268,Wheat,28.5864,35.5722,142.8033,32.9876,6.9858,24.4376,109.8158,76.9,True,0.3944,0.8944,0.6444,South China-Vietnam subtropical evergreen forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
270,Wheat,27.8077,29.3007,128.6754,29.724,1.4931,5.3694,98.9514,76.9,True,0.0741,0.8685,0.4713,South Western Ghats moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
271,Wheat,34.8348,41.2074,142.9833,33.0292,6.3726,18.2939,109.9542,76.9,True,0.3481,0.8963,0.6222,South Western Ghats montane rain forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
282,Wheat,20.8302,25.715,12.0576,2.7853,4.8848,23.4505,9.2723,76.9,True,0.2574,0.4426,0.35,Sundarbans freshwater swamp forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
287,Wheat,17.5389,21.0437,9.6928,2.239,3.5048,19.9832,7.4538,76.9,True,0.1556,0.3889,0.2722,Upper Gangetic Plains moist deciduous forests,,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan
290,Wheat,15.1901,18.6211,8.3161,1.921,3.4309,22.5866,6.3951,76.9,True,0.1444,0.3556,0.25,Central Deccan Plateau dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
291,Wheat,22.6885,23.9815,80.6228,18.6239,1.2929,5.6987,61.9989,76.9,True,0.063,0.7889,0.4259,Central Indochina dry forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
292,Wheat,19.0748,22.4374,17.9132,4.138,3.3627,17.6289,13.7753,76.9,True,0.1333,0.5185,0.3259,Chhota-Nagpur dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
294,Wheat,20.7117,21.5722,24.6502,5.6942,0.8605,4.1547,18.956,76.9,True,0.0537,0.5796,0.3167,Irrawaddy dry forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
295,Wheat,12.7222,15.2249,11.5398,2.6657,2.5027,19.6721,8.8741,76.9,True,0.1019,0.4278,0.2648,Khathiar-Gir dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
296,Wheat,15.0495,18.6365,16.478,3.8064,3.587,23.835,12.6715,76.9,True,0.1611,0.4944,0.3278,Narmada Valley dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
297,Wheat,18.6392,20.0981,23.5057,5.4298,1.4589,7.8272,18.0759,76.9,True,0.0704,0.5667,0.3185,North Deccan dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
298,Wheat,21.3028,23.5338,86.7337,20.0355,2.231,10.473,66.6982,76.9,True,0.0889,0.8,0.4444,South Deccan Plateau dry deciduous forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
299,Wheat,28.5002,27.8988,130.1584,30.0666,-0.6014,-2.1102,100.0918,76.9,False,0.0352,0.8722,0.4537,Southeast Indochina dry evergreen forests,,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan
302,Wheat,32.2692,37.2033,171.5067,39.6181,4.9341,15.2903,131.8887,76.9,True,0.2593,0.9352,0.5972,Himalayan subtropical pine forests,,Tropical & Subtropical Coniferous Forests,Indomalayan
304,Wheat,35.8018,41.3485,179.9736,41.5739,5.5467,15.4929,138.3997,76.9,True,0.3111,0.9389,0.625,Northeast India-Myanmar pine forests,,Tropical & Subtropical Coniferous Forests,Indomalayan
306,Wheat,39.0517,44.4671,253.3457,58.5229,5.4154,13.8673,194.8229,76.9,True,0.2907,0.9815,0.6361,Eastern Himalayan broadleaf forests,,Temperate Broadleaf & Mixed Forests,Indomalayan
307,Wheat,46.8279,42.8618,302.1169,69.789,-3.9661,-8.4696,232.3279,76.9,False,0.0148,0.9963,0.5056,Northern Triangle temperate forests,,Temperate Broadleaf & Mixed Forests,Indomalayan
308,Wheat,44.2732,56.936,143.4621,33.1397,12.6628,28.6015,110.3224,76.9,True,0.7185,0.8981,0.8083,Western Himalayan broadleaf forests,,Temperate Broadleaf & Mixed Forests,Indomalayan
309,Wheat,50.4392,59.0099,239.8773,55.4116,8.5707,16.9922,184.4656,76.9,True,0.5056,0.9722,0.7389,Eastern Himalayan subalpine conifer forests,,Temperate Conifer Forests,Indomalayan
310,Wheat,37.9429,48.4556,109.89,25.3846,10.5127,27.7068,84.5054,76.9,True,0.6241,0.8426,0.7333,Western Himalayan subalpine conifer forests,,Temperate Conifer Forests,Indomalayan
311,Wheat,21.3433,22.6539,38.5474,8.9044,1.3106,6.1408,29.6429,76.9,True,0.0648,0.6648,0.3648,Terai-Duar savanna and grasslands,,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Indomalayan
312,Wheat,11.0159,15.3269,3.7824,0.8737,4.311,39.134,2.9087,76.9,True,0.213,0.1889,0.2009,Rann of Kutch seasonal salt marsh,,Flooded Grasslands & Savannas,Indomalayan
314,Wheat,14.146,18.534,9.5258,2.2005,4.388,31.0195,7.3254,76.9,True,0.2185,0.3852,0.3019,Aravalli west thorn scrub forests,,Deserts & Xeric Shrublands,Indomalayan
315,Wheat,15.1744,18.7595,7.7645,1.7936,3.585,23.6254,5.9709,76.9,True,0.1593,0.3352,0.2472,Deccan thorn scrub forests,,Deserts & Xeric Shrublands,Indomalayan
316,Wheat,21.6996,26.8343,11.5573,2.6697,5.1347,23.6625,8.8876,76.9,True,0.263,0.4315,0.3472,Godavari-Krishna mangroves,,Deserts & Xeric Shrublands,Indomalayan
317,Wheat,14.0556,20.7744,2.6253,0.6064,6.7187,47.8009,2.0188,76.9,True,0.3704,0.1463,0.2583,Indus Valley desert,,Deserts & Xeric Shrublands,Indomalayan
318,Wheat,12.01,19.6311,5.5287,1.2771,7.6212,63.4569,4.2516,76.9,True,0.4333,0.2444,0.3389,Thar desert,,Deserts & Xeric Shrublands,Indomalayan
320,Wheat,12.0568,15.4285,4.3872,1.0134,3.3717,27.9656,3.3738,76.9,True,0.137,0.2093,0.1731,Indus River Delta-Arabian Sea mangroves,,Mangroves,Indomalayan
321,Wheat,49.2297,60.6539,55.6221,12.8487,11.4242,23.2058,42.7734,76.9,True,0.6574,0.7333,0.6954,Myanmar Coast mangroves,,Mangroves,Indomalayan
323,Wheat,29.0311,33.7232,14.6027,3.3732,4.692,16.1621,11.2295,76.9,True,0.2444,0.4704,0.3574,Sundarbans mangroves,,Mangroves,Indomalayan
324,Wheat,16.7302,30.7614,34.7612,8.0298,14.0312,83.8673,26.7313,76.9,True,0.7741,0.6407,0.7074,Sonoran-Sinaloan subtropical dry forest,,Tropical & Subtropical Dry Broadleaf Forests,Nearctic
326,Wheat,25.731,41.3531,53.1833,12.2853,15.6221,60.7133,40.8979,76.9,True,0.8259,0.7259,0.7759,Sierra Madre Occidental pine-oak forests,,Tropical & Subtropical Coniferous Forests,Nearctic
327,Wheat,31.3953,35.8831,38.0817,8.7969,4.4878,14.2946,29.2848,76.9,True,0.2278,0.6556,0.4417,Sierra Madre Oriental pine-oak forests,,Tropical & Subtropical Coniferous Forests,Nearctic
328,Wheat,43.0033,56.298,19.9407,4.6063,13.2947,30.9155,15.3344,76.9,True,0.7444,0.5389,0.6417,Allegheny Highlands forests,,Temperate Broadleaf & Mixed Forests,Nearctic
329,Wheat,37.0082,45.1116,52.1596,12.0489,8.1033,21.8961,40.1107,76.9,True,0.4667,0.7167,0.5917,Appalachian mixed mesophytic forests,,Temperate Broadleaf & Mixed Forests,Nearctic
330,Wheat,26.4102,35.8658,17.0639,3.9418,9.4556,35.8028,13.1221,76.9,True,0.5648,0.5019,0.5333,Appalachian Piedmont forests,,Temperate Broadleaf & Mixed Forests,Nearctic
331,Wheat,37.4295,47.8666,43.0982,9.9557,10.4371,27.8848,33.1425,76.9,True,0.6185,0.6815,0.65,Appalachian-Blue Ridge forests,,Temperate Broadleaf & Mixed Forests,Nearctic
332,Wheat,20.203,28.3529,10.2711,2.3726,8.1499,40.34,7.8985,76.9,True,0.4685,0.4019,0.4352,East Central Texas forests,,Temperate Broadleaf & Mixed Forests,Nearctic
333,Wheat,50.9466,64.0155,5.5825,1.2896,13.069,25.6523,4.2929,76.9,True,0.737,0.2481,0.4926,Eastern Canadian Forest-Boreal transition,,Temperate Broadleaf & Mixed Forests,Nearctic
334,Wheat,50.3455,66.653,4.4157,1.02,16.3075,32.3912,3.3956,76.9,True,0.8463,0.213,0.5296,Eastern Great Lakes lowland forests,,Temperate Broadleaf & Mixed Forests,Nearctic
335,Wheat,47.3706,67.2851,4.2287,0.9768,19.9145,42.0397,3.2519,76.9,True,0.9185,0.2037,0.5611,Gulf of St. Lawrence lowland forests,,Temperate Broadleaf & Mixed Forests,Nearctic
336,Wheat,31.7129,40.3858,27.1889,6.2806,8.6729,27.3481,20.9082,76.9,True,0.5148,0.5944,0.5546,Interior Plateau US Hardwood Forests,,Temperate Broadleaf & Mixed Forests,Nearctic
337,Wheat,29.9389,37.5685,10.6862,2.4685,7.6296,25.4839,8.2177,76.9,True,0.437,0.4111,0.4241,Mississippi lowland forests,,Temperate Broadleaf & Mixed Forests,Nearctic
338,Wheat,53.1056,69.3525,11.2246,2.5929,16.2469,30.5936,8.6317,76.9,True,0.8444,0.4185,0.6315,New England-Acadian forests,,Temperate Broadleaf & Mixed Forests,Nearctic
339,Wheat,42.5636,55.7424,12.9809,2.9986,13.1788,30.9627,9.9823,76.9,True,0.7389,0.45,0.5944,Northeast US Coastal forests,,Temperate Broadleaf & Mixed Forests,Nearctic
340,Wheat,29.1461,37.337,23.4389,5.4144,8.1909,28.1029,18.0245,76.9,True,0.4741,0.5648,0.5194,Ozark Highlands mixed forests,,Temperate Broadleaf & Mixed Forests,Nearctic
341,Wheat,27.8949,35.6201,33.2432,7.6792,7.7252,27.6939,25.564,76.9,True,0.4481,0.6315,0.5398,Ozark Mountain forests,,Temperate Broadleaf & Mixed Forests,Nearctic
342,Wheat,43.0992,58.5829,5.6991,1.3165,15.4837,35.9257,4.3826,76.9,True,0.8185,0.2519,0.5352,Southern Great Lakes forests,,Temperate Broadleaf & Mixed Forests,Nearctic
343,Wheat,42.1345,59.9906,6.468,1.4941,17.8561,42.3788,4.9739,76.9,True,0.887,0.287,0.587,Upper Midwest US forest-savanna transition,,Temperate Broadleaf & Mixed Forests,Nearctic
344,Wheat,42.6387,59.5582,2.4942,0.5762,16.9196,39.6813,1.9181,76.9,True,0.8611,0.1333,0.4972,Western Great Lakes forests,,Temperate Broadleaf & Mixed Forests,Nearctic
345,Wheat,34.4193,42.4756,1.1268,0.2603,8.0563,23.4064,0.8665,76.9,True,0.4611,0.0815,0.2713,Alberta-British Columbia foothills forests,,Temperate Conifer Forests,Nearctic
346,Wheat,24.7406,31.6684,11.6822,2.6986,6.9278,28.0016,8.9836,76.9,True,0.387,0.4352,0.4111,Arizona Mountains forests,,Temperate Conifer Forests,Nearctic
347,Wheat,42.2624,58.7142,6.0771,1.4038,16.4518,38.9277,4.6733,76.9,True,0.8519,0.2759,0.5639,Atlantic coastal pine barrens,,Temperate Conifer Forests,Nearctic
348,Wheat,35.9615,41.1448,8.2527,1.9064,5.1833,14.4136,6.3463,76.9,True,0.2685,0.35,0.3093,Blue Mountains forests,,Temperate Conifer Forests,Nearctic
349,Wheat,68.9268,80.8538,82.7377,19.1124,11.927,17.3038,63.6253,76.9,True,0.6833,0.7926,0.738,British Columbia coastal conifer forests,,Temperate Conifer Forests,Nearctic
350,Wheat,53.6398,61.3324,3.1913,0.7372,7.6926,14.3411,2.4541,76.9,True,0.4463,0.1667,0.3065,Central British Columbia Mountain forests,,Temperate Conifer Forests,Nearctic
351,Wheat,77.5546,86.6168,66.0267,15.2522,9.0623,11.685,50.7745,76.9,True,0.5389,0.7611,0.65,Central Pacific Northwest coastal forests,,Temperate Conifer Forests,Nearctic
352,Wheat,48.841,60.248,38.3596,8.8611,11.4069,23.3552,29.4986,76.9,True,0.6556,0.663,0.6593,Central-Southern Cascades Forests,,Temperate Conifer Forests,Nearctic
353,Wheat,40.5751,50.287,7.8708,1.8182,9.7118,23.9354,6.0526,76.9,True,0.5741,0.3407,0.4574,Colorado Rockies forests,,Temperate Conifer Forests,Nearctic
354,Wheat,35.478,46.085,7.0761,1.6346,10.607,29.8975,5.4415,76.9,True,0.6259,0.3148,0.4704,Eastern Cascades forests,,Temperate Conifer Forests,Nearctic
355,Wheat,46.4035,53.9354,3.1781,0.7341,7.5319,16.2313,2.4439,76.9,True,0.4278,0.1648,0.2963,Fraser Plateau and Basin conifer forests,,Temperate Conifer Forests,Nearctic
356,Wheat,29.9826,39.4373,7.0383,1.6258,9.4547,31.534,5.4124,76.9,True,0.563,0.313,0.438,Great Basin montane forests,,Temperate Conifer Forests,Nearctic
357,Wheat,43.4499,52.4373,51.5012,11.8968,8.9875,20.6847,39.6044,76.9,True,0.5352,0.7148,0.625,Klamath-Siskiyou forests,,Temperate Conifer Forests,Nearctic
358,Wheat,49.0448,63.8463,67.0749,15.4943,14.8015,30.1796,51.5806,76.9,True,0.8019,0.763,0.7824,North Cascades conifer forests,,Temperate Conifer Forests,Nearctic
359,Wheat,57.2269,75.2139,45.2669,10.4567,17.987,31.431,34.8103,76.9,True,0.8907,0.6907,0.7907,Northern California coastal forests,,Temperate Conifer Forests,Nearctic
360,Wheat,75.0387,97.8609,50.2794,11.6146,22.8221,30.4138,38.6649,76.9,True,0.9444,0.7074,0.8259,Northern Pacific Alaskan coastal forests,,Temperate Conifer Forests,Nearctic
361,Wheat,45.0225,55.3333,16.1837,3.7384,10.3108,22.9013,12.4453,76.9,True,0.6148,0.4889,0.5519,Northern Rockies conifer forests,,Temperate Conifer Forests,Nearctic
362,Wheat,40.6043,54.05,7.7942,1.8005,13.4457,33.1139,5.9938,76.9,True,0.75,0.337,0.5435,Okanogan dry forests,,Temperate Conifer Forests,Nearctic
363,Wheat,21.6442,28.9589,13.5854,3.1382,7.3147,33.7949,10.4472,76.9,True,0.4167,0.4574,0.437,Piney Woods,,Temperate Conifer Forests,Nearctic
364,Wheat,58.3644,69.7592,35.2031,8.1319,11.3948,19.5235,27.0712,76.9,True,0.6537,0.6426,0.6481,Puget lowland forests,,Temperate Conifer Forests,Nearctic
365,Wheat,82.0397,98.3759,28.5695,6.5996,16.3362,19.9126,21.97,76.9,True,0.8481,0.6093,0.7287,Queen Charlotte Islands conifer forests,,Temperate Conifer Forests,Nearctic
366,Wheat,37.1325,47.8054,26.1209,6.0339,10.6729,28.7427,20.0869,76.9,True,0.6315,0.5889,0.6102,Sierra Nevada forests,,Temperate Conifer Forests,Nearctic
367,Wheat,41.1451,50.1127,11.9843,2.7684,8.9676,21.7951,9.2159,76.9,True,0.5333,0.4407,0.487,South Central Rockies forests,,Temperate Conifer Forests,Nearctic
368,Wheat,41.0802,48.7224,9.5098,2.1968,7.6422,18.6031,7.313,76.9,True,0.4389,0.3833,0.4111,Wasatch and Uinta montane forests,,Temperate Conifer Forests,Nearctic
370,Wheat,52.0258,67.8812,1.8748,0.4331,15.8554,30.4761,1.4417,76.9,True,0.837,0.1037,0.4704,Central Canadian Shield forests,,Boreal Forests/Taiga,Nearctic
371,Wheat,77.5664,90.8635,0.5396,0.1246,13.2972,17.143,0.4149,76.9,True,0.7463,0.0352,0.3907,Cook Inlet taiga,,Boreal Forests/Taiga,Nearctic
372,Wheat,69.5277,81.8761,2.5977,0.6001,12.3484,17.7604,1.9976,76.9,True,0.7037,0.1407,0.4222,Copper Plateau taiga,,Boreal Forests/Taiga,Nearctic
373,Wheat,61.6265,80.0459,5.9551,1.3756,18.4193,29.8887,4.5795,76.9,True,0.8981,0.263,0.5806,Eastern Canadian forests,,Boreal Forests/Taiga,Nearctic
374,Wheat,67.4563,85.7215,2.3773,0.5492,18.2652,27.0771,1.8282,76.9,True,0.8963,0.1241,0.5102,Eastern Canadian Shield taiga,,Boreal Forests/Taiga,Nearctic
375,Wheat,65.0481,78.9857,0.6518,0.1506,13.9377,21.4267,0.5012,76.9,True,0.7685,0.0444,0.4065,Interior Alaska-Yukon lowland taiga,,Boreal Forests/Taiga,Nearctic
376,Wheat,41.793,53.2635,0.688,0.1589,11.4705,27.4459,0.529,76.9,True,0.6593,0.05,0.3546,Mid-Canada Boreal Plains forests,,Boreal Forests/Taiga,Nearctic
377,Wheat,49.5405,62.4486,0.9557,0.2208,12.9081,26.0557,0.735,76.9,True,0.7296,0.0685,0.3991,Midwest Canadian Shield forests,,Boreal Forests/Taiga,Nearctic
378,Wheat,42.9519,53.412,0.653,0.1508,10.4601,24.353,0.5022,76.9,True,0.6204,0.0463,0.3333,Muskwa-Slave Lake taiga,,Boreal Forests/Taiga,Nearctic
379,Wheat,48.0448,62.2718,0.7825,0.1808,14.227,29.6118,0.6017,76.9,True,0.7833,0.0556,0.4194,Northern Canadian Shield taiga,,Boreal Forests/Taiga,Nearctic
380,Wheat,61.298,76.9853,7.9942,1.8467,15.6873,25.5919,6.1475,76.9,True,0.8296,0.3426,0.5861,Northern Cordillera forests,,Boreal Forests/Taiga,Nearctic
381,Wheat,48.697,60.382,0.2845,0.0657,11.685,23.9954,0.2188,76.9,True,0.6722,0.0111,0.3417,Northwest Territories taiga,,Boreal Forests/Taiga,Nearctic
382,Wheat,58.3338,68.4914,0.5788,0.1337,10.1575,17.4128,0.4451,76.9,True,0.6111,0.0426,0.3269,Southern Hudson Bay taiga,,Boreal Forests/Taiga,Nearctic
383,Wheat,55.1821,71.0858,1.9534,0.4512,15.9037,28.8204,1.5022,76.9,True,0.8389,0.1093,0.4741,Watson Highlands taiga,,Boreal Forests/Taiga,Nearctic
384,Wheat,28.7457,37.6515,7.6164,1.7594,8.9058,30.9814,5.857,76.9,True,0.5315,0.3278,0.4296,Western Gulf coastal grasslands,,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nearctic
385,Wheat,22.6802,29.8809,3.2711,0.7556,7.2007,31.749,2.5155,76.9,True,0.4056,0.1704,0.288,California Central Valley grasslands,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
386,Wheat,54.8226,64.6166,1.2309,0.2843,9.794,17.8649,0.9465,76.9,True,0.5778,0.0852,0.3315,Canadian Aspen forests and parklands,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
387,Wheat,39.3732,52.0868,8.582,1.9824,12.7136,32.29,6.5996,76.9,True,0.7222,0.363,0.5426,Central US forest-grasslands transition,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
388,Wheat,46.9496,58.9028,7.637,1.7641,11.9533,25.4598,5.8728,76.9,True,0.6852,0.3296,0.5074,Central Tallgrass prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
389,Wheat,28.8731,35.3601,5.8036,1.3406,6.487,22.4673,4.463,76.9,True,0.3519,0.2556,0.3037,Central-Southern US mixed grasslands,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
390,Wheat,26.9792,33.7959,11.9144,2.7522,6.8167,25.2665,9.1622,76.9,True,0.3778,0.4389,0.4083,Cross-Timbers savanna-woodland,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
391,Wheat,26.6242,30.0848,9.9718,2.3035,3.4606,12.998,7.6683,76.9,True,0.1481,0.3963,0.2722,Edwards Plateau savanna,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
392,Wheat,46.7561,56.7921,9.5615,2.2087,10.036,21.4646,7.3528,76.9,True,0.6037,0.387,0.4954,Flint Hills tallgrass prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
393,Wheat,37.8306,46.1689,8.063,1.8625,8.3383,22.0411,6.2004,76.9,True,0.4815,0.3463,0.4139,Mid-Atlantic US coastal savannas,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
394,Wheat,40.8158,48.4754,5.232,1.2086,7.6596,18.7662,4.0234,76.9,True,0.4407,0.2352,0.338,Montana Valley and Foothill grasslands,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
395,Wheat,28.9731,40.6316,3.7855,0.8744,11.6585,40.2391,2.911,76.9,True,0.6685,0.1907,0.4296,Nebraska Sand Hills mixed grasslands,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
396,Wheat,36.8652,43.6467,2.3447,0.5416,6.7815,18.3954,1.8031,76.9,True,0.3759,0.1222,0.2491,Northern Shortgrass prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
397,Wheat,56.7953,70.4753,1.0257,0.2369,13.68,24.0865,0.7887,76.9,True,0.7556,0.0759,0.4157,Northern Tallgrass prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
398,Wheat,27.5463,32.7674,4.3565,1.0064,5.221,18.9537,3.3502,76.9,True,0.2722,0.2074,0.2398,Palouse prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
399,Wheat,23.1465,31.5847,13.5271,3.1247,8.4382,36.4555,10.4023,76.9,True,0.4963,0.4537,0.475,Southeast US conifer savannas,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
400,Wheat,18.2881,25.2001,10.2364,2.3646,6.912,37.795,7.8718,76.9,True,0.3852,0.4,0.3926,Southeast US mixed woodlands and savannas,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
401,Wheat,23.2227,29.9879,9.7616,2.2549,6.7652,29.1319,7.5067,76.9,True,0.3741,0.3926,0.3833,Texas blackland prairies,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
402,Wheat,24.6465,30.3039,3.4688,0.8013,5.6574,22.9541,2.6675,76.9,True,0.3148,0.1778,0.2463,Western shortgrass prairie,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
403,Wheat,54.7428,64.6236,16.1591,3.7328,9.8808,18.0495,12.4264,76.9,True,0.5815,0.487,0.5343,Willamette Valley oak savanna,,"Temperate Grasslands, Savannas & Shrublands",Nearctic
422,Wheat,23.5813,34.6635,10.9319,2.5253,11.0822,46.9959,8.4066,76.9,True,0.6426,0.4167,0.5296,California coastal sage and chaparral,,"Mediterranean Forests, Woodlands & Scrub",Nearctic
423,Wheat,29.4587,36.7004,16.9973,3.9264,7.2417,24.5826,13.0709,76.9,True,0.4074,0.5,0.4537,California interior chaparral and woodlands,,"Mediterranean Forests, Woodlands & Scrub",Nearctic
424,Wheat,23.8802,30.9138,20.0932,4.6415,7.0337,29.454,15.4517,76.9,True,0.4,0.5426,0.4713,California montane chaparral and woodlands,,"Mediterranean Forests, Woodlands & Scrub",Nearctic
425,Wheat,40.819,55.5028,32.0861,7.4119,14.6837,35.9728,24.6742,76.9,True,0.7944,0.6278,0.7111,Santa Lucia Montane Chaparral & Woodlands,,"Mediterranean Forests, Woodlands & Scrub",Nearctic
426,Wheat,17.0049,29.5054,9.755,2.2534,12.5006,73.5117,7.5016,76.9,True,0.7093,0.3907,0.55,Baja California desert,,Deserts & Xeric Shrublands,Nearctic
427,Wheat,23.9087,37.7711,17.1809,3.9688,13.8625,57.981,13.2121,76.9,True,0.763,0.5056,0.6343,Central Mexican matorral,,Deserts & Xeric Shrublands,Nearctic
428,Wheat,19.9777,29.866,14.8607,3.4328,9.8883,49.4965,11.4279,76.9,True,0.5833,0.4741,0.5287,Chihuahuan desert,,Deserts & Xeric Shrublands,Nearctic
429,Wheat,26.2586,36.2328,6.578,1.5195,9.9742,37.9845,5.0585,76.9,True,0.5926,0.2926,0.4426,Colorado Plateau shrublands,,Deserts & Xeric Shrublands,Nearctic
430,Wheat,20.4733,28.5079,4.6618,1.0769,8.0346,39.2443,3.5849,76.9,True,0.4593,0.2185,0.3389,Great Basin shrub steppe,,Deserts & Xeric Shrublands,Nearctic
431,Wheat,22.9168,60.5395,6.6135,1.5277,37.6226,164.1703,5.0857,76.9,True,0.9889,0.2944,0.6417,Gulf of California xeric scrub,,Deserts & Xeric Shrublands,Nearctic
432,Wheat,21.9489,30.6441,12.5175,2.8915,8.6952,39.6157,9.6259,76.9,True,0.5167,0.4481,0.4824,Meseta Central matorral,,Deserts & Xeric Shrublands,Nearctic
433,Wheat,9.9426,18.5823,5.1941,1.1998,8.6397,86.8959,3.9943,76.9,True,0.513,0.2333,0.3731,Mojave desert,,Deserts & Xeric Shrublands,Nearctic
434,Wheat,26.547,32.4,2.0831,0.4812,5.8529,22.0474,1.6019,76.9,True,0.3241,0.1111,0.2176,Snake-Columbia shrub steppe,,Deserts & Xeric Shrublands,Nearctic
